Var1,region,min,mean,max,model_region,issm,in_range,tot_smb,p_calc_corr
0,West,-107.121378991998,-96.7867203669702,-84.8562447626626,WAIS,-140.946415827797,0,21474.3071827956,0.0553513458060654
1,East,-5.29731638551204,11.7015788676877,31.4743113030462,EAIS,-36.7782888461823,0,36256.4019652782,0.035991338593058
2,Peninsula,-19.7168040419474,-13.8393751472081,-7.53248601505814,Peninsula,-3.84366318338362,0,9756.36292266665,-0.027577002737485
