Var1,region,min,mean,max,model_region,issm,in_range,tot_smb,p_calc_corr
0,West,-107.121378991998,-96.7867203669702,-84.8562447626626,WAIS,-98.2361653617872,1,23474.5408426339,0.00166198044250136
1,East,-5.29731638551204,11.7015788676877,31.4743113030462,EAIS,12.8605042305877,1,36442.6102080226,-0.000855987194843036
2,Peninsula,-19.7168040419474,-13.8393751472081,-7.53248601505814,Peninsula,-17.7717836800109,1,8003.97119784171,0.0132243516447376
